town,website,first_name,practises,name,phone2,recommendation_number,phone1,recommendation_percentage,county,url,year_established,stars,postal_code,people1,people2,people3,number_of_stars,size
,,,"Banking Law,Commercial Real Estate,Condominium Law,Construction Law,Foreclosures,General Practice,Landlord and Tenant Law,Loan Modification,Mold Litigation,Property Law,Real Estate,Residential Real Estate,Commercial Conveyancing,Commercial Real Estate Acquisitions,Commercial Real Estate Contracts,Commercial Real Estate Foreclosure,Commercial Real Estate Sales,Commercial Real Estate Workouts,Conveyancing,International Real Estate,Quiet Title,Real Estate Acquisitions,Real Estate Brokerage Law,Real Estate Brokers and Agents Liability,Real Estate Brokers Licensing,Real Estate Exchanges,Real Estate Foreclosure,Real Estate Investment,Real Estate Litigation,Real Estate Sales,Real Estate Settlements,Real Estate Tax Foreclosure,Real Estate Tax Liens,Real Estate Title,Real Estate Title Examination,Real Estate Title Insurance,Real Property,Real Property Acquisitions,Real Property Finance,Residential Real Estate Acquisitions,Residential Real Estate Finance,Residential Real Estate Foreclosure,Residential Real Estate Sales","Law Offices of Leo T. White, LLC",,,,,,https://www.martindale.com/new-york/new-york/law-offices-of-leo-t-white-llc-159529811-f/,,5.0,,,,,[3],
,,,,"Law Office of Kathleen B. Riordan, LLC",,,,,,https://www.martindale.com/new-york/new-york/law-office-of-kathleen-b-riordan-llc-300000169-f/,,,,,,,,
,,,"Condominium Law,Real Estate,Landlord and Tenant Law,Business Start-Ups,Commercial Law,Contracts,Litigation,Rights of People with Disabilities,Municipal Court,Estate Planning,Probate,Trusts,Labor Representation of Police","Griffin & Alexander, P.C.",,,,,,https://www.martindale.com/new-york/new-york/griffin-griffin-and-alexander-p-c-159383001-f/,,4.4,,,,,[1],
,,,"Insurance Defense,Products Liability,Transportation Law,Railroad Law,Business Law,Contracts,Commercial Law,Toxic Torts,Personal Injury,Commercial Litigation,Collections,Criminal Law,FELA,Medical Malpractice,Real Estate Law,General Practice,Premises Liability,Mergers and Acquisitions,Negligence,Copyrights,Copyright Infringement,Copyright Protection,Equine Law,Accidents,Automobile Accidents,Boating Accidents,Bodily Injury,Brain Injury,Bus Accidents,Carpal Tunnel Syndrome,Catastrophic Injury,Commercial Vehicle Liability,Motor Vehicle Accidents,Motorcycle Accidents,Head Injury,Pedestrian Injuries,School Bus Accidents,Slip and Fall,Traumatic Brain Injury,Wrongful Death","Flynn|Wirkus|Young, P.C.",,,,,,https://www.martindale.com/buffalo/new-york/flynn-wirkus-young-p-c-167834518-f/,,5.0,,,,,[10],
,http://www.vbpplaw.com/,Alfred,"Medical Malpractice Defense,Healthcare Law,General Liability Defense,White Collar Criminal Defense,Municipal Law,Nursing Home & Long Term Care Defense,Construction & Labor Law,Appeals","Vigorito, Barker, Patterson, Nichols & Porter, LLP",,,"516-218-3232,516-282-3355",,,https://www.martindale.com/garden-city/new-york/vigorito-barker-porter-and-patterson-llp-160605217-f/,,4.8,,Alfred P. Vigorito|Partner,John W. Barker|Managing Partner,Gary Patterson|Partner,[1],[28]
,http://www.maurasmithlaw.com,Maura,"Corporate Law,Mass Torts,Corporate Governance,Commercial Law,Alternative Dispute Resolution,Business Law,Alimony,Collaborative Family Law,Divorce Mediation,Equitable Distribution,Marital Property Distribution,Post Divorce Modification,Qualified Domestic Relations Orders (QDROs)",Maura A. Smith Law Offices LLC,,,"646-893-1620,646-632-3772,646-728-4301",,,https://www.martindale.com/new-york/new-york/maura-a-smith-newline-law-offices-llc-160296501-f/,,5.0,,Maura Smith|Managing Partner,Christopher C. Burdett|Member,,[4],[2]
,,,"Personal Injury,Automobile Accidents and Injuries,Medical Malpractice,Drug and Medical Device Litigation,Class Actions,Mass Torts,Mesothelioma,Workers Compensation,Wrongful Death,Asbestos Litigation,Birth Injuries,Nursing Home Litigation,Products Liability,Slip and Fall,Social Security,Boating Accidents,Cerebral Palsy,Construction Accidents,Defective Hip Implants,DePuy,Dog Bites,Head Injury,Spinal Injury,Motorcycle Accidents,Premises Liability,Railroad Accidents and Injuries,Whiplash,Accidents,Aquatic Injuries,Automobile Accidents,Bicycle Accidents,Bodily Injury,Brain Injury,Bus Accidents,Catastrophic Injury,Motor Vehicle Accidents,Pedestrian Injuries,School Bus Accidents,Severe Burns,Subway Accidents,Tourist Injuries,Traumatic Brain Injury,Defective Drugs","Martin, Harding & Mazzotti, LLP",,,,,,https://www.martindale.com/white-plains/new-york/martin-harding-and-mazzotti-llp-160516501-f/,,4.5,,,,,[1],
,,,"Personal Injury,Automobile Accidents and Injuries,Medical Malpractice,Drug and Medical Device Litigation,Class Actions,Mass Torts,Mesothelioma,Workers Compensation,Wrongful Death,Asbestos Litigation,Birth Injuries,Nursing Home Litigation,Products Liability,Slip and Fall,Social Security,Boating Accidents,Cerebral Palsy,Construction Accidents,Defective Hip Implants,DePuy,Dog Bites,Head Injury,Spinal Injury,Motorcycle Accidents,Premises Liability,Railroad Accidents and Injuries,Whiplash,Accidents,Aquatic Injuries,Automobile Accidents,Bicycle Accidents,Bodily Injury,Brain Injury,Bus Accidents,Catastrophic Injury,Motor Vehicle Accidents,Pedestrian Injuries,School Bus Accidents,Severe Burns,Subway Accidents,Tourist Injuries,Traumatic Brain Injury,Defective Drugs","Martin, Harding & Mazzotti, LLP",,,,,,https://www.martindale.com/new-york/new-york/martin-harding-and-mazzotti-llp-160516311-f/,,4.5,,,,,[1],
,https://www.mcc4tax.com/watertown/,Joseph,"Tax Law,Taxation,Business Taxation,Tax Evasion,Tax Fraud,IRS Tax Audits,IRS Audits,Asset Protection,International Asset Protection,Collection Defense,Tax Controversies,Corporate Tax Controversies,Federal Tax Controversies,Business Law,Business Development,Business Dissolutions,Business Formation,Business Litigation,Business Mediation,Business Organization,Business Planning,Business Regulation,Business Reorganization,Business Successions,Business Transactions,Business Transfers,Business Trusts,Business Valuation,Buy-Sell Agreements,Buying and Selling of Businesses,Complex Business Litigation,Cooperative Taxation,Joint Ventures,Limited Liability Company Law,Small Business Law,Sole Proprietorships,Income Tax,Tax","Mackay, Caswell & Callahan, P.C.",,,"315-925-4448,315-472-5202",,,https://www.martindale.com/watertown/new-york/mackay-caswell-and-callahan-p-c-161111047-f/,,4.8,,Joseph M. Callahan|Counsel,John J. Caswell|Of Counsel,,[1],[2]
,,,"Commercial Law,Corporate Law,Personal Injury,Insurance Litigation,ERISA,Disability Insurance,Property Tax,Condemnation,Eminent Domain Proceedings,Mediation,Arbitration,Civil Appeals,Business Arbitration,Business Litigation,Business Mediation,Business Fraud,Business Torts,Complex Business Litigation,Automobile Insurance Coverage,Automobile Liability,Fire Insurance Subrogation,Fire Loss,Insurance Arbitration,Insurance Bad Faith,Insurance Coverage,No Fault Automobile Insurance,Uninsured and Underinsured Motorists,Uninsured and Underinsured Motorists Arbitration,Debtor and Creditor Collections,Creditors Rights in Bankruptcy,Creditors Rights,Debtor and Creditor Rights,Debtor and Creditor Remedies,Negligence,Legal Negligence,Legal Professional Liability,Premises Liability,Automobile Accidents and Injuries,Accidents,Animal Attacks,Automobile Negligence,Boating Accidents,Bicycle Accidents,Bodily Injury,Brain Injury,Carpal Tunnel Syndrome,Bus Accidents,Aquatic Injuries,Catastrophic Injury,Commercial Vehicle Liability,Cumulative Trauma,Dog Bites,Electrical Injury,Head Injury,Motor Vehicle Accidents and Injuries,Motorcycle Accidents,Neurolaw,Pedestrian Injuries,Personal Injury Appeals,Personal Injury Arbitration,Personal Injury Defense,Personal Injury Mediation,Plaintiffs Personal Injury,Power Line Contact Injury,Psychological Injury,Rental Vehicle Litigation,School Bus Accidents,Severe Burns,Slip and Fall,Spinal Injury,Third Party Wrongful Death,TMJ Dysfunction,Tourist Injuries,Traumatic Brain Injury,Whiplash,Wrongful Death,Airbag Injury,E Coli Contamination,Debtor and Creditor,Debtor and Creditor Workouts,Debtors Rights,Unsecured Creditors Rights,Secured Creditors Rights,Breach of Contract,Administrative Law,Administrative Adjudications,Administrative Agency Practice,Administrative Hearings and Appeals,Administrative Litigation,Federal Administrative Law,Judicial Review,Professional Licensing,Professional Licensing Regulation,Public Law,Cruise Ship Injuries,Agricultural Litigation,Agricultural Tort Claims,Alcoholic Beverage Control,Dram Shop Liability,Liquor Liability,Appellate Practice,Aviation Accidents,Aviation Liability,Bank Collections,Bank Foreclosures,Bank Fraud,Interest and Usury,Lender Liability,Commercial Foreclosure,Commercial Recovery,Commercial Workouts,Foreclosures,Fraudulent Conveyance,Business Law,Business Associations Law,Business Cooperatives,Business Crimes,Business Development,Business Dissolutions,Business Enterprises,Business Estate Planning,Business Formation,Business Organization,Business Planning,Business Regulation,Business Reorganization,Business Start-Ups,Business Succession Planning,Business Successions,Business Syndication,Business Taxation,Business Transactions,Business Transfers,Business Trusts,Business Valuation,Buy-Sell Agreements,Buying and Selling of Businesses,Closely Held Business Estate Planning,Closely Held Business Law,Closely Held Business Taxation,Cooperative Taxation,Emerging Business Law,Emerging Growth Companies,Entrepreneurial Business Law,Family Business Mediation,Family Business Law,Family Business Successions,International Business Law,International Joint Ventures,Joint Ventures,Limited Liability Company Law,Minority Business Law,Pass-Through Entities,Private Business Law,Privatization,Professional Practices,Small Business Law,Sole Proprietorships,Strategic Alliances,Trade Association Law,Trade and Professional Associations,Chancery and Equity,Chancery Practice,Civil Practice,Federal Civil Practice,Civil Rights,Civil Liberties,Civil Rights Defense,Civil Rights Section 1983,Disability Discrimination,Disabled Rights,Disabled Access,Discrimination,Human Rights,Race Discrimination,Sex Discrimination,Womens Rights,Collections,Commercial Collections,Garnishments,International Collections,Post Judgment Collections,Professional Collections,Retail Collections,Secured Collections,Unsecured Collections,Commercial Bad Faith,Commercial Arbitration,Commercial Constitutional Law,Commercial Crimes,Commercial Fraud,Commercial Liability,Commercial Litigation,Commercial Mediation,Commercial Torts,Commercial Transactions,Commercial Transfers,Commercial Trusts,Complex Commercial Litigation,International Commercial Arbitration,International Commercial Law,International Sale of Goods,Negotiable Instruments,Sale of Goods,Retail Liability,Secured Transactions,Uniform Commercial Code,Warehousing,Commercial Real Estate,Commercial Conveyancing,Commercial Real Estate Acquisitions,Commercial Real Estate Contracts,Commercial Real Estate Development,Commercial Real Estate Finance,Commercial Real Estate Foreclosure,Commercial Real Estate Litigation,Commercial Real Estate Sales,Commercial Real Estate Workouts,Industrial Real Estate Law,Shopping Center Acquisitions,Shopping Center Development,Shopping Center Law,Fifth Amendment Law,First Amendment Law,Fourth Amendment Law,Construction Law,Architectural Law,Construction Accidents,Construction Arbitration,Construction Claims,Construction Contracts,Construction Defects,Construction Equipment Liability,Construction Finance,Construction Insurance,Construction Insurance Defense,Construction Labor Law,Construction Liability,Construction Liens,Construction Litigation,Construction Mediation,Construction Products Liability,Construction Safety,Construction Workouts,Construction and Design Law,Construction and Surety Law,Contractor Performance Bonds,Contractors Liability,Environmental Construction Law,International Construction Contracts,International Construction Law,Materialmens Liens,Mechanics Liens,Public Construction Law,Public Works,Roof Industry Liability,Scaffolding Liability,Structural Work Act,Stucco Litigation,Consumer Class Actions,Commercial Contracts,Contract Fraud,Contract Litigation,Closely Held Corporations,Corporate Commercial Law,Corporate Contracts,Corporate Criminal Law,Corporate Dissolutions,Corporate Ethics,Corporate Fiduciary Law,Corporate Formation,Corporate Insurance,Corporate Investigations,Corporate Litigation,Corporate Organization,Corporate Partnerships,Corporate Planning,Corporate Real Estate,Family Corporations,Incorporation,Nonprofit Corporations,Professional Corporations,S Corporations,Small Business Corporations,Criminal Law,Assault and Battery,Bribery,Burglary,Capital Offenses,Civil Forfeiture,Crime Victims Compensation,Criminal Antitrust,Criminal Appeals,Criminal Conspiracy,Criminal Defense,Criminal Forfeiture,Criminal Fraud,Criminal Investigation,Criminal Prosecution,Death Penalty,DUI/DWI,Drivers License Suspension,Driving While Intoxicated,Electronic Surveillance,Expungements,Extortion,Extradition,Federal Criminal Law,Felonies,Forensic Accounting,Forensic DNA,Forensic Medicine,Forensic Science,Forgery,Grand Jury Practice,Habeas Corpus,Hit and Run,Homicide,International Criminal Law,International Extradition,Juvenile Criminal Law,Juvenile Delinquency,Mail Fraud,Malicious Prosecution,Manslaughter,Misdemeanors,Money Laundering,Murder,Parole and Probation,Post-Conviction Remedies,Search and Seizure,Sex Crimes,Sexual Assault,Shoplifting,Stalking,Theft,Traffic Violations,Vehicular Homicide,Victims Rights,Weapons Charges,Wire Fraud,Wiretapping,Debtor and Creditor Reorganization,Fair Debt Collection Practices Act,International Creditors Rights,Drugs and Narcotics,Civil Drug Forfeiture,Controlled Substances Law,Drug Crimes,Drug Forfeiture,Drug Trafficking","E. Stewart Jones Hacker Murphy, LLP",,,,,,https://www.martindale.com/albany/new-york/e-stewart-jones-hacker-murphy-llp-167715728-f/,,5.0,,,,,[3],
,http://www.ccf-law.com,Anthony,"General Civil Practice,Corporate Law,Tax Law,Probate,Trust Law,Trusts And Estates,Trademarks,Copyrights,Real Estate,Hospital Law,Health Care,Labor And Employment,Employment Law,Torts,Insurance Law,Municipal Bonds,Environmental Law,Commercial Law,Bankruptcy,Pension Plans,Profit Sharing,Erisa,Trial Practice,Appellate Practice","Costello Cooney & Fearon, PLLC",,,"315-925-5371,(315) 422-1152",,,https://www.martindale.com/camillus/new-york/costello-cooney-and-fearon-pllc-168851846-f/,,4.6,,Anthony R. Hanley|Partner,James J. Gascon|Partner,Maureen G. Fatcheric|Partner,[86],[3]
,http://www.schnader.com,Scott,"Administrative Law,Admiralty Law,Maritime Law,Alternative Dispute Resolution,Antitrust And Trade Regulation,Appellate Practice,Aviation Law,Banking Law,Finance,Bankruptcy,Business Law,Closely Held Business Law,Commercial Law,Communications Law,Constitutional Law,Construction Law,Corporate Law,Criminal Law,Energy,Environmental Law,Family Law,First Amendment Law,Government,Health Law,Hospital Law,Immigration Law,Insurance,Intellectual Property,International Law,Internet Law,Computer Networking,Labor And Employment,Legal Ethics,Litigation,Mergers And Acquisitions,Probate Trusts,Estates,Products Liability,Toxic Torts,Professional Liability,Real Estate,Securities,Taxation,Technology And Science,Transportation,Venture Capital,White Collar Crime,Corporate Compliance",Schnader Harrison Segal & Lewis LLP,,,212-973-8080,,,https://www.martindale.com/melville/new-york/schnader-harrison-segal-and-lewis-llp-159264567-f/,,4.9,,Scott R. Kipnis|Partner,Richard G. Satin|Partner,William R. Dunlop|Counsel,[110],[3]
,http://www.westerlaw.com,Matthew,"Construction and Surety Law,Professional Liability Defense,Medical Malpractice and Hospital Liability Defense,General Liability and Insurance Defense,General Business Law and Commercial Litigation,Employment and Labor Law,Personal Injury,Real Estate and Commercial Finance","Westermann Sheehy Keenan Samaan & Aydelott, LLP",,,914-946-7770,,,https://www.martindale.com/white-plains/new-york/westermann-sheehy-keenan-samaan-and-aydelott-llp-160981301-f/,,4.8,,Matthew A. Bialor|Associate,Christopher P. Keenan|Partner,Gordon B. Aydelott|Of Counsel,[2],[4]
,http://www.riottolaw.com,James,"General Practice,College Student Criminal Defense,DWI/DUI,Traffic Offenses,Parole and Probation Violations,Drug-Related Crimes,Felony Cases,Drug Crimes,Drug Trafficking,Federal Criminal Law,Criminal Conspiracy,White Collar Crime,White Collar Fraud,Homicide,Murder,Manslaughter,Mail Fraud,Wire Fraud,Money Laundering,Driving While Intoxicated,Vehicular Homicide,Sex Crimes,Sexual Assault,Weapons Charges,Burglary,Assault and Battery,Extortion,Theft,Embezzlement,Forgery,Wiretapping,Search and Seizure,Electronic Surveillance,Criminal Defense,White Collar Criminal Defense,Grand Jury Practice",The Law Office of James L. Riotto,,,"585-371-6937,518-205-9229",,,https://www.martindale.com/albany/new-york/the-law-office-of-james-l-riotto-160369801-f/,,4.9,,James L. Riotto|Attorney,Lindsey M. Pieper|Associate,,[98],[2]
,http://www.brodywilk.com,Jennifer,"Corporate and Business Law,Estate Planning,Probate,Probate Litigation,Trusts And Estates,Real Estate,Commercial Law,Environmental Law,Creditors Rights,Tax Law,Pension Plans,Profit Sharing,Banking Law,Municipal Law,Art Law",Brody Wilkinson PC,,,"347-378-8226,212-661-2280",,,https://www.martindale.com/new-york/new-york/brody-wilkinson-pc-160373301-f/,,5.0,,Jennifer A. Basciano|Principal,Robert L. Teicher|Principal,Justin L. Galletti|Associate,[4],[4]
,http://www.choifirm.com,John,"Divorce,Commercial Litigation,Criminal Law,Wills and Estate Planning,Litigation,Real Estate,Matrimonial Law,Civil Unions,Adoptions,Child Custody,Child Support,Domestic Violence,Civil Litigation,Tickets &amp; Municipal Law,Wills,Trists,Estate Planning,Landlord and Tenant Law,Labor and Employment,Trial Practice,Family Law",CHOI LAW FIRM,,,718-775-3210,,,https://www.martindale.com/flushing/new-york/choi-law-firm-160345303-f/,,5.0,,John S. Avery|Member,Robert W. Avery|Member,Sandra Choi|Member,[13],[3]
,,,"Mesothelioma/Asbestos Injuries,Mesothelioma,Lung Cancer,Larynx Cancer,Esophogeal Cancer,Colorectal Cancer,Asbestosis,Pleural Disease,Ovarian Cancer,Motor Vehicle Accidents,Automobile Accidents,Trucking Accidents,Bus/trolley Accidents,Train Accidents,Motorcycle Accidents,Pedestrian Accidents,Uninsured Motorist Claims,Bar/Tavern Liability,Roadway Defects,Premises Liability/Slip and Falls,Defective Sidewalks and Stairs,Ice and Snow Accidents,Assault and Battery/Lack of Security,Dog Bites,Food Poisoning,Mold Claims,Medical Malpractice,Hospital Negligence,Doctor/Nurse Malpractice,Birth Defect Claims,Failure to Diagnose Cancer,Failure to Screen for Colon Cancer,Nursing Home Negligence,Dangerous/Defective Products,Motor Vehicle Defects,Machinery and Equipment Defects,Defective Home Products,Drug Companies/Adverse Drug Reaction Claims,Medical Device Defects,Workers Compensation/Job Injury,Workplace Accidents,Construction Accidents,Industrial Accidents,Chemical and Toxic Exposures,Work-Stress/Emotional Distress Claims,SEPTA Accidents,Bus, Train, Trolley Accidents,SEPTA Property Accidents,Employment Discrimination,Sex and Age Discrimination,Sexual Harassment,Race and Ethnic Discrimination,Religious Discrimination,Retaliation/Whistleblower,Wrongful Termination,Insurance & Disability Claims,Social Security Disability,Disability Insurance Claims,Failure to Pay Insurance Benefits,Bad Faith Insurance Claims,Other Injury & Legal Claims,Airline Accidents,Railroad Accidents,Railroad Employee Injuries (FELA),Sports Injuries,Consumer Fraud,VA/Military Claims,Breach of Contract,Real Estate Matters",NASS CANCELLIERE BRENNER,,,,,,https://www.martindale.com/new-york/new-york/nass-cancelliere-brenner-160879201-f/,,4.7,,,,,[9],
,http://www.pjjlaw.com,Stephen,"Complex Civil,Complaints and Internal Investigations,White Collar Criminal  Litigation,Civil Rights,Governmental Defense,Employment Discrimination,Pharmaceutical,Medical Device  Litigation,Medical Malpractice,Trade Secrets,Contracts,Commercial Litigation,Mediation,Arbitration,Products Liability,Patent Litigation,Antitrust,RICO,Securities,Banking Litigation,Business Fraud,Torts,Insurance Coverage,Local Government Defense,Corporate Real Estate,Corporate Transactions,Construction Law,Intellectual Property,Public Finance,Government Contracts,Privatization Transactions,Regulatory Agency Practice","Pugh, Jones & Johnson, P.C.",,,646-632-3793,,,https://www.martindale.com/new-york/new-york/pugh-jones-and-johnson-p-c-160686101-f/,,4.8,,Stephen H. Pugh|Member,,,[1],[1]
,http://www.magavern.com,Sean,"Administrative Law,Appellate Practice,Business Law,Canadian Commerce,Commercial Law,Commercial Litigation,Commercial Loans,Commercial Real Estate,Construction Law,Corporate Law,Environmental Law,Elder Law,Employment Law,Guardianship,Health Care,Hospital Collections,Industrial Development,Legal Ethics and Professional Responsibility,Litigation,Medical Collections,Municipal Law,Personal Injury,Probate,Real Estate,Taxation,Trial Practice,Trusts And Estates",Magavern Magavern Grimm LLP,,,"716-236-8946,716-285-1550",,,https://www.martindale.com/niagara-falls/new-york/magavern-magavern-grimm-llp-160667301-f/,,5.0,,Sean J. MacKenzie|Partner,Edward P. Perlman|Partner,,[4],[2]
,https://www.liebermanblecher.com/,Stuart,"Administrative Hearings and Appeals,Class Actions,Environmental Law,Coastal Environmental Law,Environmental Administrative Law,Environmental Cleanup,Environmental Contamination,Environmental Insurance Claims,Underground Storage Tanks,Toxic Substances,Toxic Chemicals,Wetlands Regulation,Mold Litigation,Chemical Exposure,Toxic Exposure,Toxic Tort Class Actions,Environmental Land Use,Land Use Regulation,Land Use Litigation",Lieberman & Blecher: Environmental Lawyers,,,646-290-5121,,,https://www.martindale.com/new-york/new-york/lieberman-and-blecher-environmental-lawyers-159147719-f/,,4.9,,Stuart J. Lieberman|Founding Shareholder,Shari M. Blecher|Founding Shareholder,Michael G. Sinkevich|Member,[4],[3]
,,,"Appellate and Trial Support,Bankruptcy and Creditors' Rights,Business Litigation and Trade Regulation,Construction,Corporate, Securities, and Tax,Family Law,Government Law and Consulting,Health Care,Insurance,Intellectual Property and Technology,Labor and Employment,Products and Toxic Tort Liability,Real Estate and Finance,Real Property Litigation,White Collar Crime and Government Investigations,Task Forces",Carlton Fields,,,,,,https://www.martindale.com/new-york/new-york/carlton-fields-167749628-f/,,4.9,,,,,[776],
,,,"Trial Practice,Real Estate,Banking Law,Commercial Finance,Creditors' Rights,Bankruptcy,Business Litigation,Zoning Law,Environmental Law,Estate Planning,Probate",Hoopes Morganthaler Rausch & Scaramozza LLC,,,,,,https://www.martindale.com/armonk/new-york/hoopes-morganthaler-rausch-and-scaramozza-llc-159943105-f/,,5.0,,,,,[1],
,,,"Civil Litigation,Municipal Law,Personal Injury,Catastrophic Injury,Wrongful Death,Medical Malpractice,Civil Rights,Property Rights,Eminent Domain,Tax Certiorari,Education Law,Appellate Practice,Commercial Transactions,Commercial Real Estate,Estate Litigation,Contested Trusts and Estates,Residential Real Estate,Trusts and Estates,Estate Administration,Zoning, Planning and Land Use,White Collar Criminal Defense","Feerick Lynch MacCartney & Nugent, PLLC",,,,,,https://www.martindale.com/washingtonville/new-york/feerick-lynch-maccartney-nugent-pllc-159112919-f/,,5.0,,,,,[5],
,http://www.mgns-elderlaw.com,Michael,"Elder Law,Estate Litigation,Estate Planning,Estates,Medicaid,Medicaid Planning,Probate,Trusts,Trusts and Estates,Veterans Benefits,Wills,Asset Protection Planning,Contested Wills,Estate Administration,Guardianship,Long Term Care,Medicare,Nursing Home Litigation,Real Estate Transactions,Special Need Planning,Wills & Probate",Giannasca & Shook PLLC,,,"914-468-4177,914.872.6000",,,https://www.martindale.com/white-plains/new-york/giannasca-and-shook-pllc-160161203-f/,,,,Michael A. Giannasca|Member,Nathan Shook|Member,Brian L. Miller|Associate,,[3]
,,,"Family Law,Children,Divorce Mediation,Civil Rights,Constitutional Law,Labor And Employment","Day & Linnehan Center for Collaborative Law and Divorce Mediation, PLLC",,,,,,https://www.martindale.com/new-york/new-york/day-and-linnehan-center-for-collaborative-law-and-divorce-mediation-pllc-160120501-f/,,4.9,,,,,[17],
,,,"Environmental Law,Mining Law,Consultants for the Implementation of Projects in Amazonia,Oil and Gas Law,Regulatory Law,Infrastructure Law,Land Law,Civil Law,Commercial Law,Bankruptcy Law,International Contracts,Corporation Law,Consumer Law,Tax Law,Corporate Criminal Law,Labor and Trade Union Law,Class Actions and Small Claims,Administrative Law,Public Contracting,Family,Wills,Insurance,Economic Crimes,Labor Law,Telecommunication Law,Contracts,Energy Law,Criminal Law,Government Contracts","Silveira, Athias, Soriano de Mello, Guimarães, Pinheiro & Scaff - Advogados Associados",,,,,,https://www.martindale.com/new-york/new-york/silveira-athias-soriano-de-mello-guimaraes-pinheiro-and-scaff-advogados-associados-159070325-f/,,,,,,,,
,https://mcc4tax.com/syracuse/,Joseph,"Tax Law,Taxation,Business Taxation,Tax Evasion,Tax Fraud,IRS Tax Audits,IRS Audits,Asset Protection,International Asset Protection,Collection Defense,Tax Controversies,Corporate Tax Controversies,Federal Tax Controversies,Business Law,Business Development,Business Dissolutions,Business Formation,Business Litigation,Business Mediation,Business Organization,Business Planning,Business Regulation,Business Reorganization,Business Successions,Business Transactions,Business Transfers,Business Trusts,Business Valuation,Buy-Sell Agreements,Buying and Selling of Businesses,Complex Business Litigation,Cooperative Taxation,Joint Ventures,Limited Liability Company Law,Small Business Law,Sole Proprietorships,Income Tax,Tax","Mackay, Caswell & Callahan, P.C.",,,"315-925-5664,315-472-5201",,,https://www.martindale.com/east-syracuse/new-york/mackay-caswell-and-callahan-p-c-161113105-f/,,4.8,,Joseph M. Callahan|Member,John J. Caswell|Of Counsel,,[1],[2]
,http://www.lipsitzgreen.com/,Richard,"Civil Litigation,Criminal Law,State Government Law,Federal Practice,Labor Law,Negligence,Corporate Law,Real Estate,Probate,Tax Law,Pension Plans,Profit-Sharing,Commercial Law,Contracts,Environmental Law,Construction Accidents,Medical Malpractice,Toxic Torts,Products Liability,Matrimonial Law,Antitrust,Trial Practice,Appellate Practice,Civil Appeals,Business Law,Commercial Real Estate,Complex and Multi-District Litigation,Constitutional Law,First Amendment Law,Construction Law,Copyrights,Internet Copyright Law,International Copyright Law,Criminal Appeals,Criminal Defense,Driving While Intoxicated,DUI/DWI,Federal Criminal Law,Felonies,Employee Benefits,Entertainment and the Arts,Family Law,Intellectual Property,Labor and Employment,Personal Injury,Premises Liability,Taxation,Trademarks,Trusts and Estates",Lipsitz Green Scime Cambria LLP,,,716 634 9918,,,https://www.martindale.com/cheektowaga/new-york/lipsitz-green-scime-cambria-llp-160102117-f/,,4.5,,Richard D. Furlong|Special Counsel,,,[77],[1]
,http://www.hblawny.com,Patricia,"Matrimonial Law,Family Law,Civil Litigation,Trial Practice,Appellate Practice",Hennessey & Bienstock LLP,,,"914-505-6076,914-683-3519",,,https://www.martindale.com/white-plains/new-york/hennessey-and-bienstock-llp-159037533-f/,,5.0,,Patricia Hennessey|Partner,Peter Bienstock|Partner,,[1],[2]
,,,"Corporate Transactions,Commercial Transactions,Elder Law,Medicaid Planning,Estate Administration,Estate Planning,Real Estate,Religious Corporation Tax,Religious and Charitable Organizations",Capell Barnett Matalon & Schoenfeld LLP,,,,,,https://www.martindale.com/new-york/new-york/capell-barnett-matalon-and-schoenfeld-llp-160670903-f/,,5.0,,,,,[11],
,https://www.1800law1010.com,Paul,"Personal Injury,Automobile Accidents and Injuries,Medical Malpractice,Drug and Medical Device Litigation,Class Actions,Mass Torts,Mesothelioma,Workers Compensation,Wrongful Death,Asbestos Litigation,Birth Injuries,Nursing Home Litigation,Products Liability,Slip and Fall,Social Security,Boating Accidents,Cerebral Palsy,Construction Accidents,Defective Hip Implants,DePuy,Dog Bites,Head Injury,Spinal Injury,Motorcycle Accidents,Premises Liability,Railroad Accidents and Injuries,Whiplash,Accidents,Aquatic Injuries,Automobile Accidents,Bicycle Accidents,Bodily Injury,Brain Injury,Bus Accidents,Catastrophic Injury,Motor Vehicle Accidents,Pedestrian Injuries,School Bus Accidents,Severe Burns,Subway Accidents,Tourist Injuries,Traumatic Brain Injury,Defective Drugs","Martin, Harding & Mazzotti, LLP",,,"833-580-1672,1-800-529-1010",,,https://www.martindale.com/albany/new-york/martin-harding-and-mazzotti-llp-160516203-f/,,4.5,,Paul B. Harding|Partner,Victor L. Mazzotti|Partner,Rosemarie R. Bogdan|Partner,[1],[29]
